chinese,english
汤姆 告诉 我 他 很 乐意 帮助,Tom told me he'd love to help
汤姆 拿掉 了 他 的 婚戒,Tom took his wedding ring off
汤姆 拿掉 了 他 的 婚戒,Tom took off his wedding ring
汤姆 希望 我 加入 他 的 团队,Tom wants me to join his team
Tom 穿 得 像 个 海盗,Tom was dressed like a pirate
湯姆將 很快 就 會 游泳 了,Tom will be able to swim soon
汤姆 不 知道 他 能 做 什么,Tom wondered what he could do
汤姆 很 担心 钱 的 问题,Tom worries a lot about money
湯姆 的 住宅 有 一個 不錯 的 花園,Tom's house has a nice garden
请来 两杯 茶 和 一杯 咖啡,Two teas and a coffee please
看著 他並 跟 著 他 做,Watch him and do what he does
我们 很 高兴 再次 见到 你,We are happy to see you again
我們 在 同一 時間 到 了 那裡,We got there at the same time
我們 提出 了 請求 支持 的 呼籲,We made an appeal for support
我們 在 學校 前面 見面 了,We met in front of the school
我們 不能 違背 我們 的 承諾,We must not break our promise
我们 在 机场 为 她 送行,We saw her off at the airport
我們 乘著獨 木舟 向河 的 下游 而行,We went down a river by canoe
50 分鐘 之 內 我們 將飛到 那裡,We'll fly there in 50 minutes
不管怎样 我们 所有人 都 将 死,We're all going to die anyway
我們 準備 好 了 走 下 一步,We're ready for the next step
我們 要 做 的 工作 太多 了,We've got too much work to do
你们 这些 家伙 想 去 干什么,What are you guys going to do
你 觉得 我 在 干吗 呢,What do you think I was doing
你 不想 让 我们 看见 什么,What don't you want us to see
你们 到底 对 我 做 了 什么,What have you guys done to me
这人 讲 的 我 完全 听不懂,What he said was over my head
您 吃 了 什麼樣 的 膳食,What kind of meal did you eat
你 最 喜歡 哪 一個 科目,What subject do you like best
你 在 波士顿 做 了 什么,What were you doing in Boston
這條 路 的 寬度 是 多少,What's the width of this road
他 說 他 什麼 時候 會 來,When did he say he would come
她 什麼 時候 打破 了 窗戶,When did she break the window
你 甚麼 時候 必須 去 睡覺,When do you have to go to bed
你 的 新 商店 什么 时候 开张,When does your new store open
你 的 新 商店 什么 时候 开张,When will your new store open
你 今天 想 去 哪儿 呀,Where do you want to go today
你 建議 我們 跟 誰 講話,Who do you suggest we talk to
你 为什么 不 和 我们 一 起来,Why aren't you coming with us
你 為 什麼 這麼 晚 回家,Why did you come home so late
你 為 什麼 不 跟 他 跳舞 呢,Why didn't you dance with him
你 为什么 想 成为 护士 呢,Why do you want to be a nurse
明天 你 一整天 都 會 在 這裡 嗎,Will you all be here tomorrow
你 要 用 走 的 還是 搭公車,Will you go on foot or by bus
可否 请 你 现在 让 我 走,Will you please let me go now
您 愿意 跟 我 换 座位 吗,Will you switch seats with me
這 裡 製 造 的 葡萄酒 非常 有名,Wine made here is very famous
第一次 世界 大戰 於 1914 年 爆發,World War I broke out in 1914
你 可以 借 我 你 的 鉛筆 嗎,Would you lend me your pencil
你 要 我 幫 你 嗎,Would you like me to help you
你 想 再 來些 牛肉 嗎,Would you like some more beef
你 想 再 喝些 啤酒 嗎,Would you like some more beer
你 想 再 來些 蛋糕 嗎,Would you like some more cake
你 想 和 我們 一起 吃 嗎,Would you like to eat with us
你 介意 跟 我 一 起来 吗,Would you mind coming with me
是 的 今天 晚上 很 愉快,Yes it's such a nice evening
你 我 之间 需要 来场 谈话,You and I need to have a talk
你 和 他 都 很 友好  ,You and he are both very kind
你 可以 吃 你 喜歡 的 東西,You can eat whatever you like
你 要是 願意 就 留在 這裡,You can stay here if you like
晚餐 之 後 你 才 可以 看電視,You can watch TV after supper
你 不能 指望 他们 的 帮助,You can't count on their help
我 猜想 你 可能 是 对 的,You could be right I suppose
你 不 信任 汤姆 对 吗,You don't believe Tom do you
你 必須 在 六點 鐘時 從 家中 出發,You have to leave home at six
你 喜欢 坐 哪儿 就 坐 哪儿,You may sit wherever you like
你 讓 我 想起 你 的 兄弟,You remind me of your brother
你 應該 把 你 的車 修好,You should get your car fixed
你 今天 應該 待 在家 裡,You should stay at home today
你 应该 离 汤姆 远 点儿,You should stay away from Tom
你 最好 照 他們 所 說 的 做,You'd better do what they say
你 不再 只是 一个 孩子 了,You're no longer a mere child
你 不 應該 離開 這個 房間,You're not to leave this room
你 不 可以 離開 這個 房間,You're not to leave this room
你 是 我 最好 的 朋友 之一,You're one of my best friends
你 病 了 该 休息 了,You're sick You have to rest
一個 竊賊 闖進 了 他 的 房子,A burglar broke into his house
我 唯一 想 做 的 是 去 釣魚,All I want to do is go fishing
我 所有 的 尝试 都 失败 了,All of my attempts have failed
他們 的 努力 都 白費 了,All their efforts were in vain
一个 丑 男人 敲 了 我 的 门,An ugly man knocked on my door
你 是 真的 很樂意 幫忙 嗎,Are you really willing to help
你 不要 跟 我 一起 走 嗎,Aren't you going to go with me
一 开始 我 以为 我病 了,At first I thought I was sick
蜜蜂 螫人 可以 是 非常 痛苦 的,Bee stings can be very painful
我 的 两个 姐妹 都 结婚 了,Both of my sisters are married
我 總 想不出 什麼 好 點子,Bright ideas never occur to me
我 可以 使用 我 的 醫療 保險 嗎,Can I use my medical insurance
你 能 猜 到 我 有 什么 吗,Can you guess what I have here
您 能 教 我 下 国际象棋 吗,Can you teach me to play chess
你 能 辨别 小麦 和 大麦 吗,Can you tell wheat from barley
我们 能 去 别的 地方 谈谈 吗,Could we go somewhere and talk
你 能 在 放學後幫助 我們 嗎,Could you help us after school
可否 劳驾 你 帮 我 个 忙,Could you please do me a favor
你 可以 載 我 回家 嗎,Could you please drive me home
你 可以 幫 我 叫 一輛 計程車 嗎,Could you please get me a taxi
你 能給 我 看看 這條 領帶 嗎,Could you show me that necktie
你 能 告訴 我 湯姆 在 哪裡 嗎,Could you tell me where Tom is
你 昨天 去 上學 了 嗎,Did you go to school yesterday
他們 在 加拿大 說 法語 嗎,Do they speak French in Canada
做 你 認為 正確 的 事,Do whatever you think is right
你們 要 和 我 一起 去 嗎,Do you guys want to go with me
你 說 不定 知道 他 的 名字,Do you happen to know his name
你 有 一个 固定 的 男朋友 吗,Do you have a steady boyfriend
你 知道 她 什麼 時候 會 來 嗎,Do you know when she will come
你 知道 它 为什么 会 发生 吗,Do you know why it's happening
你 知道 她 為 什麼 這麼 生氣 嗎,Do you know why she's so angry
你 得 在 星期天 工作 吗,Do you need to work on Sundays
你 知道 這是 甚麼 意思 嗎,Do you realize what this means
你 为 你 的 工作 感到 自豪 吗,Do you take pride in your work
你 認為 湯姆 滿意 了 嗎,Do you think Tom was satisfied
你 想要 什么 喝 的 吗,Do you want something to drink
你 今晚 想 出去 吃 嗎,Do you want to eat out tonight
你 想 知道 我 看见 什么 了 吗,Do you want to know what I see
您 想 知道 为什么 我要 离开 吗,Do you want to know why I quit
你 想 再 待 下去 嗎,Do you want to stay any longer
有人 想要 更 多 的 餡餅 嗎,Does anyone want some more pie
聽起 來 像是 我戀 愛了 嗎,Does it sound like I'm in love
這輛 公車 去 博物 館 嗎,Does this bus go to the museum
不要 再 上 學遲 到 了,Don't be late for school again
不要 把 這個 錯誤 歸咎 於 她,Don't blame the mistake on her
別 抱怨 了 你 必須 去,Don't complain You have to go
不要 忘 了 寄 這 封信,Don't fail to mail this letter
不要 忘記 簽上 你 的 名字,Don't forget to sign your name
别 让 汤姆 躺 在 地板 上,Don't let Tom lie on the floor
你 從 不 清掃 你 的 房間 嗎,Don't you ever clean your room
你 不 喜歡 我 的 黃 圍巾 嗎,Don't you like my yellow scarf
他們 每個 人 都 被 授獎 了,Each of them was given a prize
这里 每 一个 人 都 害怕 你,Everyone here is afraid of you
他家 的 每個 人 都 很 高,Everyone in his family is tall
大家 都 說 我 是 錯 的,Everyone said that I was wrong
你 打 掃 你 的 房間 了 嗎,Have you cleaned your room yet
你 曾 看過 東京 鐵塔 嗎,Have you ever seen Tokyo Tower
你 找到 你 的 票 了 吗,Have you found your ticket yet
你 把 電影 全看 了 嗎,Have you seen all these movies
你 把 這些 電影 全看 了 嗎,Have you seen all these movies
你 洗過 你 的 手 了 嗎,Have you washed your hands yet
鈴響 後 他 就 到 了,He arrived after the bell rang
他 要求 她 稍 後 打 電話給 他,He asked her to call him later
他 问 我 是否 很 忙,He asked me whether I was busy
他問 我 為 什麼 在 笑,He asked me why I was laughing
他 表现 的 像 个 疯子,He behaved as if he were crazy
他 買 了 一件 洋裝給 他 女兒,He bought his daughter a dress
他 昨天 來 我 的 辦 公室,He came to my office yesterday
他 有 能力 比 我 做 得 更好,He can do it better than I can
他 很 难 写 他 的 名字,He can scarcely write his name
他 一次 搬 6 个 箱子,He carried six boxes at a time
他 在 生物 學考 試時 作弊,He cheated on the biology exam
他 每 三天 來 這裡 一次,He comes here every three days
他 不 接受 我 的 道歉,He did not accept my apologies
他 不 同意 我 的 建議,He didn't agree to my proposal
他 没 听见 有人 叫 他 的 名字,He didn't hear his name called
他 不 知道 下 一步 要 做 什麼,He didn't know what to do next
他 沒 有 在 派 對 上 出現,He didn't show up at the party
他 不是 每 一天 都 來 這裡,He doesn't come here every day
他 不是 每天 都 來 這,He doesn't come here every day
他 一點 也 不 懂 英語,He doesn't know English at all
他 沒 有 遵循 我們 的 忠告,He failed to follow our advice
他覺 得 他 的 心跳 加速,He felt his heart beating fast
他 斷然 地 拒絕 讓 我 進去,He flatly refused to let me in
他給 了 我們 開始 的 信號,He gave us the signal to begin
他給 了 我們 信號 讓 我們 開始,He gave us the signal to begin
他 一個 月 去 一次 倫敦,He goes to London once a month
他 在 下 一站 下車 了,He got off at the next station
他 被 趕出 了 這棟 房子,He got thrown out of the house
他 在 一個 小村 莊裡長 大,He grew up in a little village
他 已經 決定 了 新 的 政策,He had decided on a new policy
他 把 他 的 襯衫 穿 反 了,He had his shirt on inside out
他 把 他 的 襪子 穿 反 了,He had his socks on inside out
他 将 袜子 的 里外 穿 反 了,He had his socks on inside out
他 有 很多 獨到 的 見解,He has a lot of original ideas
他 有 一個 兒子 和 兩個 女兒,He has a son and two daughters
他 有 幾 十本 的 英文 書籍,He has dozens of English books
他 剛成 為 一 名校 長,He has just become a principal
他 已 經住 在 這裡 一個 星期 了,He has lived here for one week
他 沒 有 成功 的 機會,He has no chance of succeeding
他 沒 有 選擇 只能 辭職,He has no choice but to resign
他並 沒 有 來 不是 嗎,He hasn't come already has he
他 從 收音 機聽 到 了 這個 消息,He heard the news on the radio
他 把 自己 藏 在 門後面,He hid himself behind the door
他 藏 到 了 门 后,He hid himself behind the door
他 的 頭撞 到 了 一塊 岩石,He hit his head against a rock
他 的 头 撞倒 了 一块 岩石,He hit his head against a rock
他 是 一位 著名 的 棒球 選手,He is a famous baseball player
他 是 個 很體 貼 的 人,He is a very thoughtful person
他 为 自己 的 利益 行事,He is acting on his own behalf
他 不 打算 买 一个 摄像机,He isn't going to buy a camera
他 不 在 这儿 因为 他病 了,He isn't here because he's ill
他 讓 我 等 了 整整 一上午,He kept me waiting all morning
他 讓 我 等 了 一個 小時,He kept me waiting for an hour
他 喜欢 在 厕所 里 吸烟,He likes smoking in the toilet
他 喜欢 旅行 我 也 是,He likes traveling and so do I
他 一個 人 住 在 公寓 裡,He lives alone in an apartment
他 住 在 一個 奇幻 世界 裡,He lives in a world of fantasy
他 今天 晚上 可能 來 看 我們,He may come and see us tonight
他 把 所有 的 牆壁 漆成 了 綠色,He painted all the walls green
他 救 了 一个 溺水 的 男孩,He rescued a boy from drowning
他 晚上 回來 得 很 晚,He returned very late at night
他 和 他 的 朋友 握手,He shook hands with his friend
